   ;PAY;CNT;PAY_DATE
2998;92373,87466;123778;16.03.2020
2999;101777,4907;132983;17.03.2020
3000;90483,19314;117239;18.03.2020
3001;96411,55206;124774;19.03.2020
3002;110721,3163;140403;20.03.2020
3003;80288,786;102725;21.03.2020
3004;42783,02216;46576;22.03.2020
3005;103146,5067;130929;23.03.2020
3006;95439,12951;114811;24.03.2020
3007;101780,9674;111903;25.03.2020
3008;73753,71606;79888;26.03.2020
3009;74367,2966;82187;27.03.2020
3010;47786,25106;49471;28.03.2020
3011;25922,56738;23926;29.03.2020
3012;37353,96445;33240;30.03.2020
3013;38657,0601;34613;31.03.2020
3014;22906,94329;19022;01.04.2020
3015;19582,82991;17682;02.04.2020
3016;20728,76058;18884;03.04.2020
3017;18637,63018;17273;04.04.2020
3018;30379,8629;29297;05.04.2020
3019;28710,59743;25346;06.04.2020
3020;21496,94361;17717;07.04.2020
3021;20426,13232;17154;08.04.2020
3022;26472,54767;22116;09.04.2020
3023;36443,95147;32461;10.04.2020
3024;23756,65168;20830;11.04.2020
3025;18983,21475;17009;12.04.2020
3026;32344,98212;28774;13.04.2020
3027;38718,36208;37320;14.04.2020
3028;59821,31554;62963;15.04.2020
3029;67923,92254;74866;16.04.2020
3030;81563,74508;90421;17.04.2020
3031;54941,74546;60331;18.04.2020
3032;39181,92399;42420;19.04.2020
3033;108969,6398;125830;20.04.2020
3034;87978,51713;101004;21.04.2020
3035;89982,13875;101730;22.04.2020
3036;89245,6789;96751;23.04.2020
3037;102029,7682;106234;24.04.2020
3038;66179,81062;68694;25.04.2020
3039;37999,38217;37267;26.04.2020
3040;71391,4205;73274;27.04.2020
3041;67013,45995;69235;28.04.2020
3042;69703,18129;70656;29.04.2020
3043;90141,08977;85910;30.04.2020
3044;29548,82256;23273;01.05.2020
3045;20000,12863;17195;02.05.2020
3046;21752,2151;19401;03.05.2020
3047;27820,33966;25113;04.05.2020
3048;28368,83515;26271;05.05.2020
3049;36931,77941;34264;06.05.2020
3050;48579,59942;41923;07.05.2020
3051;42845,74006;37927;08.05.2020
3052;18083,64403;15226;09.05.2020
3053;21179,62047;19927;10.05.2020
3054;28710,46776;26614;11.05.2020
3055;54349,22199;51463;12.05.2020
3056;53140,61772;51391;13.05.2020
3057;57688,06005;55981;14.05.2020
3058;75164,64638;72946;15.05.2020
3059;55710,11328;57289;16.05.2020
3060;34921,45135;34063;17.05.2020
3061;89037,58645;94822;18.05.2020
3062;106010,3428;118005;19.05.2020
3063;133840,8338;151095;20.05.2020
3064;123281,1651;138586;21.05.2020
3065;121311,8079;138094;22.05.2020
3066;79123,71259;89548;23.05.2020
3067;50063,72211;52091;24.05.2020
3068;123689,0396;133518;25.05.2020
3069;90833,67182;91784;26.05.2020
3070;74317,84315;73016;27.05.2020
3071;66978,58002;66262;28.05.2020
3072;65229,56946;63484;29.05.2020
3073;46445,74959;45135;30.05.2020
3074;38515,77079;36018;31.05.2020
3075;52992,53247;43842;01.06.2020
3076;41276,28346;33928;02.06.2020
3077;38091,94277;30919;03.06.2020
3078;33605,02013;27984;04.06.2020
3079;47510,50132;41595;05.06.2020
3080;31385,33509;27833;06.06.2020
3081;16039,71882;13754;07.06.2020
3082;35311,32134;28959;08.06.2020
3083;33198,95983;28232;09.06.2020
3084;48022,66686;43364;10.06.2020
3085;54462,15404;46115;11.06.2020
3086;25723,36912;21758;12.06.2020
3087;26046,81579;25476;13.06.2020
3088;20384,11748;19652;14.06.2020
3089;59188,47946;63930;15.06.2020
3090;74318,6438;81153;16.06.2020
3091;75397,91641;91968;17.06.2020
3092;79186,00433;99218;18.06.2020
3093;91459,54555;119130;19.06.2020
3094;80766,41645;106523;20.06.2020
3095;43580,72091;50843;21.06.2020
3096;106929,1279;142690;22.06.2020
3097;106907,5125;137617;23.06.2020
3098;62417,86866;72981;24.06.2020
3099;107912,6013;128563;25.06.2020
3100;77576,19534;84283;26.06.2020
3101;45805,9364;50508;27.06.2020
3102;34791,81785;34997;28.06.2020
3103;87654,96351;94608;29.06.2020
3104;90698,01437;91932;30.06.2020
3105;38991,35178;32160;01.07.2020
3106;51480,45611;43948;02.07.2020
3107;41891,53268;36094;03.07.2020
3108;25741,4864;23433;04.07.2020
3109;22721,78997;22279;05.07.2020
3110;48898,46521;42835;06.07.2020
3111;37779,00554;31317;07.07.2020
3112;32561,35451;27275;08.07.2020
3113;32327,37874;27911;09.07.2020
3114;38819,12583;34626;10.07.2020
3115;25737,1218;23029;11.07.2020
3116;17248,69118;16123;12.07.2020
3117;36393,84474;33634;13.07.2020
3118;47042,67721;44278;14.07.2020
3119;58786,74414;64195;15.07.2020
3120;64059,73508;78263;16.07.2020
3121;71795,75372;95186;17.07.2020
3122;53555,58614;74196;18.07.2020
3123;34441,15401;41129;19.07.2020
3124;108855,1036;150295;20.07.2020
3125;103321,2563;142862;21.07.2020
3126;101636,1032;132412;22.07.2020
3127;88400,30156;114442;23.07.2020
3128;97568,00696;124970;24.07.2020
3129;67106,54065;83225;25.07.2020
3130;30120,93485;34215;26.07.2020
3131;67803,21933;82074;27.07.2020
3132;58508,76705;64325;28.07.2020
3133;57666,79841;65173;29.07.2020
3134;59369,10861;63901;30.07.2020
3135;57347,27336;59121;31.07.2020
3136;28075,12445;26377;01.08.2020
3137;18013,88813;17406;02.08.2020
3138;39633,6281;35824;03.08.2020
3139;35426,57384;30921;04.08.2020
3140;39436,13043;37231;05.08.2020
3141;41812,66932;39095;06.08.2020
3142;33979,33226;31530;07.08.2020
3143;22532,41367;21718;08.08.2020
3144;16953,22937;16932;09.08.2020
3145;49672,26985;50522;10.08.2020
3146;49673,53495;53739;11.08.2020
3147;54738,48209;64870;12.08.2020
3148;64978,35611;77693;13.08.2020
3149;66707,69366;85858;14.08.2020
3150;52827,63422;69594;15.08.2020
3151;31388,11006;37038;16.08.2020
3152;77508,50473;107245;17.08.2020
3153;76036,14169;106116;18.08.2020
3154;73302,6122;102638;19.08.2020
3155;86917,04112;119953;20.08.2020
3156;73485,83796;100152;21.08.2020
3157;54438,75471;74213;22.08.2020
3158;40682,59332;49688;23.08.2020
3159;88716,04129;122531;24.08.2020
3160;84771,12764;107764;25.08.2020
3161;61823,37612;71913;26.08.2020
3162;48666,6647;55043;27.08.2020
3163;50998,18919;58187;28.08.2020
3164;39950,48913;45491;29.08.2020
3165;31099,05448;33139;30.08.2020
3166;66966,43276;72171;31.08.2020
3167;36612,99484;32641;01.09.2020
3168;31657,81463;27368;02.09.2020
3169;29897,38513;27056;03.09.2020
3170;28770,90077;25900;04.09.2020
3171;26052,51549;25809;05.09.2020
3172;26116,99656;26181;06.09.2020
3173;37875,25456;33379;07.09.2020
3174;32340,40231;28388;08.09.2020
3175;34865,22254;33182;09.09.2020
3176;44807,76395;47044;10.09.2020
3177;44869,99739;51531;11.09.2020
3178;37009,72572;45769;12.09.2020
3179;26147,83817;29270;13.09.2020
3180;67437,71996;85481;14.09.2020
3181;75596,22722;98409;15.09.2020
3182;72828,11768;98472;16.09.2020
3183;75441,12998;102136;17.09.2020
3184;77725,20887;107488;18.09.2020
3185;60463,06293;84246;19.09.2020
3186;46751,2384;57501;20.09.2020
3187;93832,0563;131243;21.09.2020
3188;84198,48078;112316;22.09.2020
3189;78491,97476;102715;23.09.2020
3190;75512,94988;97037;24.09.2020
3191;80034,37945;96217;25.09.2020
3192;45020,36161;51542;26.09.2020
3193;30531,73133;32572;27.09.2020
3194;66520,56313;76608;28.09.2020
3195;66130,81772;74157;29.09.2020
3196;77245,67552;81840;30.09.2020
3197;39109,15482;33472;01.10.2020
3198;31831,31507;28275;02.10.2020
3199;25836,41471;24305;03.10.2020
3200;20826,80977;19431;04.10.2020
3201;40052,28763;35609;05.10.2020
3202;46559,93965;41400;06.10.2020
3203;34496,52674;29056;07.10.2020
3204;32461,61442;27510;08.10.2020
3205;40227,84424;35661;09.10.2020
3206;33368,67674;32716;10.10.2020
3207;23210,99906;21422;11.10.2020
3208;45267,14648;44725;12.10.2020
3209;56134,79087;59774;13.10.2020
3210;69177,17974;82000;14.10.2020
3211;81818,34086;103774;15.10.2020
3212;79054,30927;104198;16.10.2020
3213;59580,07583;79234;17.10.2020
3214;39547,76907;44508;18.10.2020
3215;92816,43228;121855;19.10.2020
3216;108491,5914;138425;20.10.2020
3217;99981,11965;124630;21.10.2020
3218;88398,48647;105170;22.10.2020
3219;94555,1922;114819;23.10.2020
3220;77729,45621;93354;24.10.2020
3221;53799,28495;57469;25.10.2020
3222;78793,62216;86559;26.10.2020
3223;62722,65548;67733;27.10.2020
3224;57494,34023;60221;28.10.2020
3225;55038,00693;55364;29.10.2020
3226;57319,15115;58144;30.10.2020
3227;49416,60646;49336;31.10.2020
3228;23810,46891;20424;01.11.2020
3229;38362,03985;31564;02.11.2020
3230;33097,60525;27714;03.11.2020
3231;21225,21707;18416;04.11.2020
3232;40712,44764;35829;05.11.2020
3233;41118,06741;34711;06.11.2020
3234;24137,21178;20227;07.11.2020
3235;20424,92304;17085;08.11.2020
3236;37737,72776;31765;09.11.2020
3237;50549,03742;44456;10.11.2020
3238;48306,95566;45504;11.11.2020
3239;55361,29446;58275;12.11.2020
3240;66244,24159;77414;13.11.2020
3241;58788,57491;71966;14.11.2020
3242;42950,16184;45847;15.11.2020
3243;93458,86651;113687;16.11.2020
3244;89317,48221;109451;17.11.2020
3245;92766,46932;111635;18.11.2020
3246;107929,3935;132792;19.11.2020
3247;118594,0242;144990;20.11.2020
3248;80515,26222;100358;21.11.2020
3249;48973,54106;53148;22.11.2020
3250;103450,2162;126467;23.11.2020
3251;104667,4346;120004;24.11.2020
3252;90821,58083;97849;25.11.2020
3253;59326,99038;61089;26.11.2020
3254;58643,4682;60848;27.11.2020
3255;47130,08513;50436;28.11.2020
3256;36800,26519;35562;29.11.2020
3257;83038,36033;79103;30.11.2020
3258;44031,10815;35435;01.12.2020
3259;35764,29712;29029;02.12.2020
3260;35552,76887;28714;03.12.2020
3261;35548,95821;28018;04.12.2020
3262;38072,36243;33186;05.12.2020
3263;29491,1241;25111;06.12.2020
3264;40588,00505;31238;07.12.2020
3265;34142,45454;27628;08.12.2020
3266;40171,84061;33639;09.12.2020
3267;57987,1596;52118;10.12.2020
3268;56327,83532;55568;11.12.2020
3269;49435,8191;53528;12.12.2020
3270;35919,98385;34855;13.12.2020
3271;82618,33692;90820;14.12.2020
3272;100739,5019;115019;15.12.2020
3273;102835,9908;122111;16.12.2020
3274;100918,3565;119193;17.12.2020
3275;112872,0934;135838;18.12.2020
3276;101063,6204;122038;19.12.2020
3277;77656,0208;83073;20.12.2020
3278;116883,0454;136226;21.12.2020
3279;95831,53125;108081;22.12.2020
3280;101126,2882;107361;23.12.2020
3281;95952,20959;98657;24.12.2020
3282;90298,14895;87543;25.12.2020
3283;56475,23767;54508;26.12.2020
3284;37342,77207;33122;27.12.2020
3285;64599,78919;59693;28.12.2020
3286;62447,38593;52779;29.12.2020
3287;77367,48175;59453;30.12.2020
3288;44409,61017;30012;31.12.2020
3289;7981,790212;6113;01.01.2021
3290;10325,90914;8280;02.01.2021
3291;13583,99328;12606;03.01.2021
3292;15034,715;13368;04.01.2021
3293;17808,66436;17233;05.01.2021
3294;15774,23126;14253;06.01.2021
3295;9357,749662;7194;07.01.2021
3296;17238,28709;14451;08.01.2021
3297;36105,39704;31829;09.01.2021
3298;32461,51926;27707;10.01.2021
3299;62984,67608;49971;11.01.2021
3300;56949,5905;47999;12.01.2021
3301;59791,61981;57322;13.01.2021
3302;74309,45466;78782;14.01.2021
3303;93151,42708;105894;15.01.2021
3304;82363,88678;97043;16.01.2021
3305;54578,45507;55536;17.01.2021
3306;120478,6515;143603;18.01.2021
3307;139787,7294;160672;19.01.2021
3308;153117,566;172399;20.01.2021
3309;120856,0846;132310;21.01.2021
3310;107760,6493;119135;22.01.2021
3311;82054,01915;91593;23.01.2021
3312;60598,82125;59161;24.01.2021
3313;116433,3899;116623;25.01.2021
3314;77310,27845;72117;26.01.2021
3315;62090,67077;56485;27.01.2021
3316;54291,83781;48199;28.01.2021
3317;57618,60545;50553;29.01.2021
3318;48142,92751;43823;30.01.2021
3319;40526,87377;32963;31.01.2021
3320;38448,64519;28754;01.02.2021
3321;37484,93763;27262;02.02.2021
3322;36198,22274;26297;03.02.2021
3323;34284,90505;24549;04.02.2021
3324;43892,69538;33847;05.02.2021
3325;34457,38268;26732;06.02.2021
3326;35335,9312;26344;07.02.2021
3327;58521,21752;40828;08.02.2021
3328;52070,01818;37542;09.02.2021
3329;63868,68405;48017;10.02.2021
3330;61046,98033;46569;11.02.2021
3331;68382,13315;57103;12.02.2021
3332;60009,50163;58299;13.02.2021
3333;42162,18584;37697;14.02.2021
3334;108170,6944;109128;15.02.2021
3335;107717,3776;117183;16.02.2021
3336;113752,7142;125681;17.02.2021
3337;116867,993;128100;18.02.2021
3338;151849,0391;168610;19.02.2021
3339;139000,0788;150846;20.02.2021
3340;64668,63347;60763;21.02.2021
3341;65966,51534;64650;22.02.2021
3342;47188,92079;42382;23.02.2021
3343;130235,9235;136667;24.02.2021
3344;128496,9675;120626;25.02.2021
3345;95858,24887;87700;26.02.2021
3346;80970,27096;75568;27.02.2021
3347;62466,9793;51709;28.02.2021
3348;69504,20736;53245;01.03.2021
3349;49461,33811;36707;02.03.2021
3350;43085,97732;31551;03.03.2021
3351;39902,92583;29666;04.03.2021
3352;39449,99463;28010;05.03.2021
3353;34196,90762;25516;06.03.2021
3354;27101,67834;21322;07.03.2021
3355;19624,46605;15516;08.03.2021
3356;49060,91733;37061;09.03.2021
3357;70419,97199;51906;10.03.2021
3358;66198,4502;53458;11.03.2021
3359;74343,67255;69738;12.03.2021
3360;66698,8154;69669;13.03.2021
3361;47329,57034;43242;14.03.2021
3362;114097,0722;120821;15.03.2021
3363;117612,7777;128574;16.03.2021
3364;115948,5419;127351;17.03.2021
3365;121269,5482;136552;18.03.2021
3366;147187,0173;163108;19.03.2021
3367;117295,9417;130241;20.03.2021
3368;62544,79591;61815;21.03.2021
3369;109943,2727;120047;22.03.2021
3370;90680,34447;94652;23.03.2021
3371;87900,09005;88859;24.03.2021
3372;96752,88556;90751;25.03.2021
3373;63283,34656;57511;26.03.2021
3374;51079,11968;44393;27.03.2021
3375;33561,72422;27594;28.03.2021
3376;57554,19275;48276;29.03.2021
3377;51786,16804;43954;30.03.2021
3378;56688,16104;45743;31.03.2021
3379;40015,53221;29412;01.04.2021
3380;30913,29521;22622;02.04.2021
3381;25993,19598;20257;03.04.2021
3382;21222,6178;16718;04.04.2021
3383;43423,89757;32623;05.04.2021
3384;41276,91587;30335;06.04.2021
3385;49904,01908;38151;07.04.2021
3386;45517,60885;37574;08.04.2021
3387;60523,78482;49158;09.04.2021
3388;48719,31623;44121;10.04.2021
3389;30439,40787;26067;11.04.2021
3390;63203,41185;61402;12.04.2021
3391;79591,41819;80739;13.04.2021
3392;93583,55572;104364;14.04.2021
3393;103855,5137;120847;15.04.2021
3394;96198,7011;116590;16.04.2021
3395;73798,87715;92108;17.04.2021
3396;51278,84475;55510;18.04.2021
3397;139366,1008;169377;19.04.2021
3398;128864,9403;147733;20.04.2021
3399;100681,1736;114345;21.04.2021
3400;86684,31817;99933;22.04.2021
3401;93542,19235;103917;23.04.2021
3402;71168,23806;80126;24.04.2021
3403;51390,28732;52737;25.04.2021
3404;66223,457;66051;26.04.2021
3405;59170,67702;54482;27.04.2021
3406;53208,66254;48225;28.04.2021
3407;50280,65976;45777;29.04.2021
3408;63326,58197;57426;30.04.2021
3409;25991,60598;20534;01.05.2021
3410;15657,76211;13755;02.05.2021
3411;23584,36732;20172;03.05.2021
3412;36271,98706;30170;04.05.2021
3413;37991,41081;31592;05.05.2021
3414;31998,31943;24897;06.05.2021
3415;33389,20159;27188;07.05.2021
3416;26443,25512;23865;08.05.2021
3417;14134,5571;12687;09.05.2021
3418;29773,0023;27386;10.05.2021
3419;44505,96172;37948;11.05.2021
3420;51074,53795;47531;12.05.2021
3421;63501,81689;65820;13.05.2021
3422;84200,26949;87612;14.05.2021
3423;69136,63702;77952;15.05.2021
3424;40125,97552;42354;16.05.2021
3425;104090,8979;119595;17.05.2021
3426;107968,4797;122549;18.05.2021
3427;135943,2134;149176;19.05.2021
3428;146062,0034;159099;20.05.2021
3429;106122,8918;115436;21.05.2021
3430;72445,45043;83167;22.05.2021
3431;50925,68378;53539;23.05.2021
3432;117049,6653;124611;24.05.2021
3433;98319,3554;102424;25.05.2021
3434;60609,51784;57335;26.05.2021
3435;58133,29646;50819;27.05.2021
3436;52772,7863;45588;28.05.2021
3437;34216,56814;31354;29.05.2021
3438;24247,69011;21810;30.05.2021
3439;53879,61323;47942;31.05.2021
3440;38738,75194;30920;01.06.2021
3441;32853,36719;25457;02.06.2021
3442;30777,33207;23399;03.06.2021
3443;30727,63806;24648;04.06.2021
3444;24589,38175;21558;05.06.2021
3445;18809,33238;16896;06.06.2021
3446;34781,98483;28084;07.06.2021
3447;44431,10412;35229;08.06.2021
3448;45338,91942;35758;09.06.2021
3449;61798,26087;51155;10.06.2021
3450;57206,92229;51384;11.06.2021
3451;28551,40561;25506;12.06.2021
3452;23222,57042;21440;13.06.2021
3453;41134,85124;41257;14.06.2021
3454;86351,91532;91562;15.06.2021
3455;97015,44864;105456;16.06.2021
3456;104616,6095;118486;17.06.2021
3457;117656,1121;135113;18.06.2021
3458;91479,90785;108675;19.06.2021
3459;64073,89225;71483;20.06.2021
3460;115072,3595;131674;21.06.2021
3461;93794,3692;105165;22.06.2021
3462;85917,88602;94913;23.06.2021
3463;96402,25148;104971;24.06.2021
3464;87903,90202;91974;25.06.2021
3465;46398,5027;46296;26.06.2021
3466;31769,43931;27681;27.06.2021
3467;64533,26152;59703;28.06.2021
3468;61584,61814;53313;29.06.2021
3469;65630,55224;56579;30.06.2021
3470;45609,67265;34898;01.07.2021
3471;33750,05412;27163;02.07.2021
3472;25413,23208;20943;03.07.2021
3473;18882,53669;15478;04.07.2021
3474;42603,59212;34797;05.07.2021
3475;41971,39823;34296;06.07.2021
3476;36818,16321;28409;07.07.2021
3477;37657,98919;31700;08.07.2021
3478;47359,99072;38664;09.07.2021
3479;31675,25673;28240;10.07.2021
3480;18061,45042;15711;11.07.2021
3481;49009,71276;42020;12.07.2021
3482;46461,60272;42280;13.07.2021
3483;53969,76152;51784;14.07.2021
3484;69236,67705;70634;15.07.2021
3485;70235,37241;74507;16.07.2021
3486;54258,35868;63305;17.07.2021
3487;39786,41949;43113;18.07.2021
3488;124496,7748;147615;19.07.2021
3489;141115,2734;166578;20.07.2021
3490;117482,5139;137380;21.07.2021
3491;104895,7446;118850;22.07.2021
3492;106641,507;119267;23.07.2021
3493;75934,04003;86256;24.07.2021
3494;47585,17084;50272;25.07.2021
3495;72965,11239;77452;26.07.2021
3496;58674,15298;55138;27.07.2021
3497;53832,20859;47691;28.07.2021
3498;47375,75625;41859;29.07.2021
3499;43327,83786;40653;30.07.2021
3500;32734,19092;30098;31.07.2021
3501;23366,17714;19472;01.08.2021
3502;42218,50387;32755;02.08.2021
3503;39168,79731;30705;03.08.2021
3504;38241,28278;30470;04.08.2021
3505;45693,07251;38516;05.08.2021
3506;35569,66094;29203;06.08.2021
3507;22467,41342;19099;07.08.2021
3508;22156,61904;20617;08.08.2021
3509;50628,99405;42135;09.08.2021
3510;60090,07974;53125;10.08.2021
3511;53946,90271;48820;11.08.2021
3512;56835,88276;55965;12.08.2021
3513;66525,61818;67279;13.08.2021
3514;55363,53858;57547;14.08.2021
3515;43766,80109;43227;15.08.2021
3516;92324,09697;101180;16.08.2021
3517;89887,56338;103333;17.08.2021
3518;96474,02787;112201;18.08.2021
3519;116997,2298;135267;19.08.2021
3520;120650,79;139211;20.08.2021
3521;71764,25086;82430;21.08.2021
3522;46480,02793;50597;22.08.2021
3523;97392,48178;111090;23.08.2021
3524;97785,78712;108127;24.08.2021
3525;88400,25683;91588;25.08.2021
3526;53654,10262;52183;26.08.2021
3527;49066,53587;43202;27.08.2021
3528;33046,55339;30349;28.08.2021
3529;21925,96157;19334;29.08.2021
3530;45556,61808;39840;30.08.2021
3531;47708,09882;41441;31.08.2021
3532;38012,77043;30993;01.09.2021
3533;35813,87386;28202;02.09.2021
3534;34425,11721;26750;03.09.2021
3535;25242,96868;20928;04.09.2021
3536;21819,05553;19954;05.09.2021
3537;37931,91629;30669;06.09.2021
3538;38716,56793;32568;07.09.2021
3539;44367,43583;34896;08.09.2021
3540;43381,10917;34467;09.09.2021
3541;52006,34418;46714;10.09.2021
3542;33324,31366;31148;11.09.2021
3543;26121,18253;23802;12.09.2021
3544;61933,28064;55591;13.09.2021
3545;74740,81039;74524;14.09.2021
3546;93122,46355;103619;15.09.2021
3547;94648,27227;111739;16.09.2021
3548;96273,25271;116900;17.09.2021
3549;79212,04053;97888;18.09.2021
3550;61465,97499;69586;19.09.2021
3551;137508,8702;164537;20.09.2021
3552;102482,8612;120116;21.09.2021
3553;86293,33155;98896;22.09.2021
3554;83060,64681;91392;23.09.2021
3555;95269,87533;100477;24.09.2021
3556;67575,85246;70207;25.09.2021
3557;19739,51351;19457;26.09.2021
3558;60679,60187;57959;27.09.2021
3559;49617,9586;44433;28.09.2021
3560;45473,40025;39095;29.09.2021
3561;52839,83119;44841;30.09.2021
3562;39824,54253;31665;01.10.2021
3563;26467,51929;22285;02.10.2021
3564;21359,61691;18080;03.10.2021
3565;39397,31847;30808;04.10.2021
3566;40568,92018;32037;05.10.2021
3567;38091,97907;28985;06.10.2021
3568;35859,29145;27055;07.10.2021
3569;57361,96349;45837;08.10.2021
3570;34328,47499;27747;09.10.2021
3571;29821,78561;24693;10.10.2021
3572;49046,74472;39026;11.10.2021
3573;57798,56076;52352;12.10.2021
3574;79775,50544;74454;13.10.2021
3575;87557,50615;89018;14.10.2021
3576;96689,60667;102980;15.10.2021
3577;77334,45101;82916;16.10.2021
3578;52754,88911;52781;17.10.2021
3579;123735,7657;135586;18.10.2021
3580;140304,9228;153623;19.10.2021
3581;142487,0496;151154;20.10.2021
3582;108880,5201;116875;21.10.2021
3583;100946,0478;104472;22.10.2021
3584;82962,4422;87440;23.10.2021
3585;58576,89127;57555;24.10.2021
3586;100179,2862;99642;25.10.2021
3587;58839,95862;53989;26.10.2021
3588;50496,7306;42665;27.10.2021
3589;46400,5431;37569;28.10.2021
3590;42993,01722;35195;29.10.2021
3591;27340,54706;23097;30.10.2021
3592;27159,9186;21969;31.10.2021
3593;36948,55295;29249;01.11.2021
3594;30627,49845;23367;02.11.2021
3595;30577,79606;23832;03.11.2021
3596;22099,87341;18177;04.11.2021
3597;27198,98461;23063;05.11.2021
3598;23318,12807;19927;06.11.2021
3599;22772,32007;18874;07.11.2021
3600;49242,75101;40768;08.11.2021
3601;48453,36425;40987;09.11.2021
3602;72086,54737;62176;10.11.2021
3603;76388,53343;67236;11.11.2021
3604;76816,54962;72860;12.11.2021
3605;61234,577;60927;13.11.2021
3606;43047,11758;40581;14.11.2021
3607;102581,7324;107274;15.11.2021
3608;104185,8706;105645;16.11.2021
3609;99621,38556;107098;17.11.2021
3610;111154,7723;117737;18.11.2021
3611;133999,1046;146580;19.11.2021
3612;111435,2885;122357;20.11.2021
3613;62907,92395;63239;21.11.2021
3614;110219,8707;116186;22.11.2021
3615;94776,23157;98298;23.11.2021
3616;101234,0758;100736;24.11.2021
3617;88634,6395;83261;25.11.2021
3618;53850,77941;47702;26.11.2021
3619;41523,0224;35003;27.11.2021
3620;29219,29075;22788;28.11.2021
3621;49796,59318;40655;29.11.2021
3622;46506,65836;39884;30.11.2021
3623;41230,24048;30363;01.12.2021
3624;33969,89535;24987;02.12.2021
3625;32983,04643;24304;03.12.2021
3626;26504,10497;20041;04.12.2021
3627;24915,72546;19954;05.12.2021
3628;36903,59045;28067;06.12.2021
3629;36024,83134;27499;07.12.2021
3630;45416,12845;33743;08.12.2021
3631;48042,57221;34085;09.12.2021
3632;62197,1698;50608;10.12.2021
3633;48991,47948;43292;11.12.2021
3634;38474,17539;32508;12.12.2021
3635;78209,6796;66621;13.12.2021
3636;88256,45751;82611;14.12.2021
3637;110532,5023;108245;15.12.2021
3638;108511,4116;109021;16.12.2021
3639;118423,8252;120831;17.12.2021
3640;108934,4135;110924;18.12.2021
3641;90432,99789;87393;19.12.2021
3642;154018,8231;154992;20.12.2021
3643;127908,4159;125167;21.12.2021
3644;109190,0042;103559;22.12.2021
3645;96744,46121;89481;23.12.2021
3646;114347,6371;103227;24.12.2021
3647;90561,49603;80897;25.12.2021
3648;47218,13192;37443;26.12.2021
3649;63985,49943;50333;27.12.2021
3650;58883,16114;43179;28.12.2021
3651;57376,39466;41849;29.12.2021
3652;56958,31193;40097;30.12.2021
3653;32419,60197;22463;31.12.2021
3654;7927,505164;5840;01.01.2022
3655;10477,42405;7946;02.01.2022
3656;17704,94748;14516;03.01.2022
3657;17087,57185;13722;04.01.2022
3658;20998,51612;16672;05.01.2022
3659;18389,18286;14180;06.01.2022
3660;19982,61273;15733;07.01.2022
3661;31211,59317;25390;08.01.2022
3662;31366,17374;24802;09.01.2022
3663;65056,28961;49744;10.01.2022
3664;59686,77689;46600;11.01.2022
3665;66288,00215;54641;12.01.2022
3666;68248,64671;56222;13.01.2022
3667;75358,71574;64467;14.01.2022
3668;75632,94761;69833;15.01.2022
3669;53771,97316;46649;16.01.2022
3670;120023,4201;109560;17.01.2022
3671;121453,3379;115679;18.01.2022
3672;151702,684;145929;19.01.2022
3673;164081,725;157941;20.01.2022
3674;138757,2819;129573;21.01.2022
3675;106048,4867;101593;22.01.2022
3676;74924,49918;66078;23.01.2022
3677;127055,1066;120378;24.01.2022
3678;132907,7121;116395;25.01.2022
3679;74507,88407;61405;26.01.2022
3680;57741,54336;44464;27.01.2022
3681;51500,93938;38991;28.01.2022
3682;34516,20177;28352;29.01.2022
3683;27768,59077;21911;30.01.2022
3684;47999,51618;35590;31.01.2022
3685;47453,28829;31547;01.02.2022
3686;38293,63836;25690;02.02.2022
3687;35896,62054;23230;03.02.2022
3688;35587,39399;22789;04.02.2022
3689;31719,18477;22546;05.02.2022
3690;23886,40332;16542;06.02.2022
3691;41999,04415;27916;07.02.2022
3692;53047,05076;37070;08.02.2022
3693;54395,11526;35321;09.02.2022
3694;74248,72988;52451;10.02.2022
3695;74787,24337;57361;11.02.2022
3696;60624,79282;49653;12.02.2022
3697;45932,55981;35428;13.02.2022
3698;93389,69235;73865;14.02.2022
3699;114358,4489;95926;15.02.2022
3700;111330,191;99290;16.02.2022
3701;110615,0057;99300;17.02.2022
3702;134300,3603;125560;18.02.2022
3703;135481,3491;128103;19.02.2022
3704;105212,3918;94912;20.02.2022
3705;146666,2266;136000;21.02.2022
3706;119024,0791;109721;22.02.2022
3707;61277,55228;53134;23.02.2022
3708;129103,1941;119373;24.02.2022
3709;126127,6247;108495;25.02.2022
3710;70122,20042;57668;26.02.2022
3711;49269,28742;35018;27.02.2022
3712;82064,27873;61785;28.02.2022
3713;47868,06108;34148;01.03.2022
3714;37048,54405;26217;02.03.2022
3715;41034,8252;28776;03.03.2022
3716;36634,12896;27001;04.03.2022
3717;31758,25757;23051;05.03.2022
3718;18374,22414;12211;06.03.2022
3719;20877,02258;15839;07.03.2022
3720;25553,75654;21059;08.03.2022
3721;53006,53098;39248;09.03.2022
3722;69613,59195;52324;10.03.2022
3723;56218,31653;38894;11.03.2022
3724;39295,17548;28810;12.03.2022
3725;27961,88203;20254;13.03.2022
3726;61090,00818;48888;14.03.2022
3727;103703,8932;95102;15.03.2022
3728;87945,55378;84737;16.03.2022
3729;147058,5422;139162;17.03.2022
3730;153069,467;149331;18.03.2022
3731;143437,3532;141472;19.03.2022
3732;108647,1754;103101;20.03.2022
3733;144975,7953;140877;21.03.2022
